id,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,target
742,-4.881331397,-10.9657502,18.04034507,34.03838879,-5.011214313,-2.01097076,-22.86070071,-9.002203741,9.877453846,16.90212706,98.92325836,6.11075945,-0.8834657485,-14.16371505,-43.90505585,-19.14039399,-8.922770266,7.02468264,-39.95499301,36.14459201,-4.110401081,6.874163004,48.19692878,13.86669429,-2.180104038,-2.949027324,2.84524299,3.940486515,2.755674524,-9.061909928,-66.12932543,-51.07388601,3
743,-3.980943736,-1.100815977,-8.974124818,-31.14305073,5.04118364,4.844606555,14.12090105,42.07866676,0.1498013667,-2.194195425,4.123667823,-11.02311802,1.009178128,3.015297865,7.903410818,5.982108123,-4.13895559,-11.05343152,-17.17041536,-11.05831327,-4.867461941,-7.890542582,-3.066214296,5.185042993,-1.005059855,5.825550722,0.1130759453,-5.921449255,-0.9319949337,2.847656123,-5.971521525,8.003230889,0
744,39.0041544,-6.04490648,-51.93686954,9.005668631,20.03374301,8.908435937,22.85982258,7.034933761,-15.03526688,5.008902651,13.01913742,-9.120236034,21.83501368,1.79659306,21.96938618,9.901049161,-13.01394992,5.972473292,-44.0252139,-11.09028147,-8.954628967,-3.03804709,6.049838635,12.05248842,-4.174938087,-6.967409052,-63.97209107,3.977230546,-24.04595745,1.969636668,13.094224,-18.1269529,2
745,1.098993761,-0.1010327976,-20.23845018,-9.924827005,9.066300478,-3.012976227,18.96717392,3.164445832,-15.99223815,-6.165928931,18.89170783,14.96363175,3.058822627,4.037926497,-12.97811188,-0.9477342813,1.863854122,-1.193652254,-24.96631949,5.080575486,1.906050141,4.971259521,2.06651098,-7.025604837,2.007128073,-1.099847958,0.8721167284,-6.970368618,-8.00352758,-4.910279402,49.86807513,-2.02656618,1
746,5.154984383,3.977768745,-36.08485466,-8.126500167,-3.203306227,-4.654175394,65.87498881,-2.97675213,0.93644952,-2.002585627,-29.15338131,13.95771411,1.195300638,7.985213005,-46.02503609,-6.921675395,-3.90075956,-2.926605361,-36.0743449,6.125826613,-5.938688254,-1.956258671,42.99688989,-5.00680599,1.954677238,-0.1020149343,40.08259431,-2.898294539,-3.02777991,0.02605471463,28.96698358,14.10251509,1
747,-60.96826836,-0.8983408305,-29.79365752,-8.009383929,9.231415376,3.948633591,18.00139301,33.16887334,-5.801728326,0.9709939843,7.06911536,3.88002895,-7.037798945,2.026555375,-12.01263407,-3.033395448,5.004985754,-3.06921315,19.84405432,-4.277062267,-10.93768286,-2.884940171,-20.9360488,-3.843588338,-19.99132535,-6.95827802,-68.99539046,1.909526957,16.97728722,0.1215505662,35.78740694,10.08797579,2
748,11.17969007,-0.02756029634,-6.07016645,5.044264272,9.089775402,-0.862786122,3.906469206,-2.808623645,-20.08874931,3.101135196,8.002052702,4.931120337,4.863200783,9.066237179,-27.93663591,-16.88436174,-5.99319612,-10.09531504,4.965147062,4.085266481,6.947627635,-1.045218404,19.84777526,5.929121187,-0.8786267733,-0.06186197405,18.12253517,-8.958281411,-3.918585839,-2.036181415,-2.838888595,-16.02390772,0
749,19.04538208,-7.086818732,-54.15785425,13.96351388,-12.10061557,-2.031238499,8.994795949,-10.02421835,-3.104579584,4.956610253,14.99596499,26.80100026,-21.08570089,-3.881907436,-7.024583677,-2.967472207,-0.06524175153,-1.046511139,61.1184811,-4.909175471,15.07060655,1.821557976,-42.00626163,-2.979842946,0.04011152101,-2.939912636,3.001484705,-6.893154955,-12.09728625,-4.861180204,-21.92017176,6.87342918,2
750,-16.00415484,-4.979386151,63.01126972,7.941301055,-2.005077612,1.881282856,-16.94039523,-1.061719911,-8.842142428,-1.866250423,-27.01750041,0.02893791299,15.96842978,0.9180330446,18.80722234,3.161345212,-13.96665522,-3.98880092,-40.05815213,-10.9024148,-0.02110526621,0.1456005334,45.03828428,11.12557206,-6.895281474,-6.955953398,12.07071618,-13.10016191,-3.185127588,5.85272512,-37.9358177,0.07295193856,2
751,-2.007289184,-2.096287191,9.964900504,4.075253347,-1.09275241,-2.866311316,-14.96527651,-1.014465266,-5.824707667,-1.633041391,-17.81625322,-6.959538619,2.987784203,-4.030415546,-7.954609983,4.981590904,0.9936776003,1.888168655,19.84933463,-1.98453347,-6.971211771,-5.944960895,13.96537612,-6.009167566,2.89916914,-3.02324006,-28.0032603,9.943671909,-1.038187151,-0.05551177353,-8.075255127,-14.90395415,1
752,-14.07146888,7.081059765,36.06127389,20.13137936,-0.9326445852,-4.013343668,23.05836162,14.94607653,-1.932183903,1.961662818,-25.20366377,-16.00234017,9.052412343,-5.947004281,-25.96524508,7.890239525,5.034769524,-7.806207411,51.83780307,-10.13739688,-4.90106372,-8.161632308,3.824351311,-11.96410319,12.09007605,10.88437481,4.906921586,-2.015301707,-23.94395967,0.8855700177,-22.95557165,-3.967618868,2
753,1.931336312,2.850013556,-24.11583316,8.950365046,1.076489995,-2.863836655,1.894824273,3.0564425,-0.7767814938,-6.168606932,46.04346557,-1.952459897,-4.05947839,-3.090452482,39.92329604,-8.254872715,0.9475718617,8.939289373,-95.08115609,0.1514995253,-1.998279562,-1.866777732,3.086455738,-0.9132560811,4.163356914,0.02873212468,-24.95187943,-2.02863432,-2.130894089,-2.876598794,15.05976399,8.861202713,1
754,-12.13377475,13.04128545,127.1241707,-8.155121376,-3.083279975,-14.99738175,-30.12811823,-21.17334283,21.9279086,11.15849388,-102.9893651,15.08533957,6.977151551,7.004156855,9.029943484,27.96103753,-17.18556788,-7.211005115,1.209574554,-7.985588214,-2.021658346,-10.00189538,-17.02884759,3.994568541,-0.9712407834,-5.124124576,-15.0810695,-23.92700464,0.1363503847,1.909619799,-5.083863483,-4.934691644,2
755,-3.037578369,1.970486048,-8.897923661,-11.00429875,-3.954760237,-1.962950043,6.084794139,0.07769138956,1.009926005,-1.128871169,13.02667283,-11.05407653,4.855400123,0.2392157874,-6.973546363,11.75164733,1.051925433,2.040112055,-15.19102659,2.244262577,-2.857962237,1.915353142,4.951200652,4.018842814,-4.969117135,-2.841071658,14.92873847,1.943862026,-1.111784535,-8.046770931,5.931220491,8.029856549,1
756,-10.2086889,6.958813686,-23.09065808,-2.792702511,4.084965215,-4.833389961,49.87530831,-7.9455578,-11.01012302,1.950867877,6.967422624,6.927911925,27.10437264,-1.190082444,9.941485608,1.962845019,4.687094287,-1.893439569,14.99385336,2.002066396,11.87188316,0.002685949648,-24.97570136,-9.938162115,-20.06126363,3.967950566,-5.955498812,-2.012326488,11.0060374,-0.8914263643,-6.101863628,0.8130749557,2
757,-1.925431627,-0.900139598,5.954279508,-13.08922914,-17.18394578,6.924395995,-13.00469064,11.04783254,-17.89342193,-1.145963411,21.9184261,-7.058203365,-21.15763465,-10.91412081,-27.9557192,1.895261797,-0.9802681317,3.944823012,15.10444677,0.9471462685,3.047543935,6.780266218,-11.07998945,-9.949359882,23.05546599,-6.057353732,-6.172503542,6.954537347,-34.05250235,-4.055244919,-4.893073439,-17.78395716,2
758,-2.042600408,0.9512821638,-22.00171283,1.107789816,-3.04543586,-8.900285213,31.24552273,3.994146727,-4.010118336,-1.87847023,6.205738429,-2.952122306,-4.064719878,-0.1449368953,-21.04908658,-5.982710538,2.046509021,5.012206088,54.0429836,-14.97756782,1.098041517,5.013131013,-60.02301387,22.10587209,6.011456724,-0.9365063658,-20.10275754,-11.13340152,-1.019601081,-4.068841572,13.9489256,2.025889303,1
759,-8.047572089,-6.852498495,-10.96928784,-3.97171065,-12.0349579,10.12539299,-25.22622434,-2.963439331,3.854615366,-0.8255191031,12.06173527,7.016253744,1.262763411,-4.002413439,18.99523152,10.98388491,6.962402394,17.07403874,-6.962837347,-11.0789096,-11.03907146,-22.10754813,-11.99271953,-2.047992893,12.93631462,1.9345663,0.006503832163,-14.98588276,-5.947363042,6.129333132,13.91893079,4.937785588,0
760,-55.05984548,-10.85426303,-13.08707523,-7.031979918,-31.95687226,2.048931818,67.09718105,3.901273539,7.01754209,1.884990693,-39.96072839,13.01231373,9.07758049,-2.0622233,-4.988045705,-2.868309848,7.148668858,6.981274788,32.03571511,6.022768969,-4.883538899,-5.070314196,-17.12420951,0.1004720225,-40.89368162,-7.006400585,19.27403603,-11.94233518,0.9629111474,1.955329462,-16.87262368,-3.943864733,2
761,6.798274322,-8.060938759,-10.98012041,-9.75201769,3.028681516,-13.00230553,-20.11835242,-25.0341828,-5.283367973,2.971418913,1.973056317,37.15563386,-29.04892097,-8.90721512,-10.18951714,5.027027562,10.96858291,-6.008790517,14.91043671,-20.06363906,-1.054702265,14.05515131,-0.04101969987,5.166215158,-1.818711132,12.19803192,-11.03682459,-42.88255574,16.04305653,-19.98283136,-2.951087829,25.98282199,0
762,2.082739202,0.1089539333,-33.18672874,-3.976748998,7.095799075,0.04504368486,-7.033120349,2.091399138,-0.04677120815,0.05614058823,-2.060384368,-2.94042171,-2.983148565,-5.039828703,3.912082391,22.04476278,-2.135361371,0.07549622592,-3.065996336,-4.154300744,-0.03317402378,-1.042597906,-2.054350544,-5.938417111,-4.06864709,-4.87299556,16.02201822,2.838255625,-1.102179188,6.943406967,26.12432786,4.897034519,1
763,-6.907201637,3.862523255,-30.92413063,-7.964133014,-3.059283278,2.982442362,24.03538399,-0.9954221242,-2.839355655,-9.833701303,-34.87489983,0.1501484975,-1.941429709,10.9424905,65.06418481,12.96868061,6.0453077,16.8794073,5.959701707,16.9509948,-2.005053573,-10.0837342,-4.758417326,-12.91466521,6.022439975,21.09836693,-17.10961904,2.054538859,-8.146620368,-19.05854736,-10.87418737,-27.99380889,3
764,2.992109948,29.02726476,-6.71701058,5.025550343,-1.915460167,-18.83601993,26.14796561,-14.17282698,-12.95078365,-14.12707957,-5.134336067,-5.112478004,16.18637089,-1.034358107,-21.06908012,-3.979560983,-14.03037586,9.005370388,43.91697092,-15.00320379,2.960663882,13.13385669,45.88843298,-9.905899853,0.8104429966,-1.841687437,-6.986031051,4.027191205,-8.030762038,-3.006349618,-10.05227452,8.184063531,3
765,22.1366717,7.940994668,22.00327705,-4.202116399,30.85200648,7.984277954,-53.99042694,15.97187141,-8.084176677,4.082889795,31.03523349,-8.018907891,-12.13304211,-4.173411692,-16.09144971,13.09851358,3.137850568,-9.169279391,7.982215077,-13.99286499,-25.94224596,-1.719294933,-25.90843803,15.90829934,17.09050871,1.955909643,-29.16474438,-21.90641562,3.234339357,-3.944624777,-36.77951463,5.920441437,2
766,1.981130204,-2.017190351,11.13202706,15.83653745,4.980258361,-17.04448901,-34.99677711,11.9003897,6.921545597,7.037043724,50.04084029,-24.06941866,-18.04565768,4.030250745,-50.899121,16.86925528,-6.831635297,5.062498994,39.88399109,-1.946903766,-1.948497575,-8.03625513,-27.90741147,-13.02008388,-9.24302209,-8.967031477,-9.137166378,66.07292438,12.81721658,-0.04754570747,-6.041533526,-33.95773431,2
767,-22.95980636,-3.10162259,-23.02830698,-28.97998697,11.78803327,-2.994903914,-5.963785147,19.96778404,6.135669751,-11.09610858,15.8876157,-24.06002501,-11.99441034,9.965772322,-13.06392076,14.97820664,-7.026914656,6.109393531,49.93674836,21.97703805,-2.929838928,-3.039261296,-19.06739902,-13.75656532,-2.967440955,3.958661737,-5.008096972,-7.053849482,14.97229264,2.03126809,-26.01858999,16.32677465,0
768,5.07650534,5.073839648,39.8928085,-2.846242029,-5.005085148,-2.990854525,-26.93556451,1.925331765,-5.939517316,-4.949979962,-52.09578216,-6.03001614,-1.964674093,2.065338324,16.11415587,-10.88171434,-3.862277287,-5.028269543,0.9413709799,-4.944872569,4.018410954,1.824712839,6.955049779,0.8792468086,-0.8666522539,-4.030188029,-9.861745852,2.786490773,0.05148731217,-2.131042325,18.07713453,9.012423084,3
769,2.104222779,2.935991669,-9.007208857,-33.96946,-3.862758804,2.904892959,-13.12908717,4.916818382,1.895323926,6.026789131,16.11547206,-10.07764801,-4.009362723,-15.14732491,-4.035876467,-13.98497146,-3.204010966,7.958028956,0.08936536734,9.960562981,1.798010257,0.1665792195,-8.219223611,-8.00255744,-7.797031663,-3.030347435,-4.866598762,11.09802436,-0.04280866191,8.126357636,8.048944746,-2.155509898,0
770,-0.0198561247,0.1114337163,-13.06487969,22.00560452,-0.7474279153,2.035669629,1.074107061,-5.965684613,0.2073330078,0.03991920378,17.99123708,-4.974124765,0.8761398504,1.211980904,-6.928389136,3.920743823,1.12315543,0.9956764869,20.96203426,-7.166011737,-2.771397141,-1.992755407,-17.02252655,8.134167486,1.034834981,-0.8956975719,7.080958587,-3.042974491,-1.915832507,-3.860045017,-11.9137492,-4.906851879,3
771,38.08041616,-8.069476026,-43.02720817,-9.04957664,5.070997561,-0.06736866852,-5.912138371,7.016926638,-1.033668507,1.99859444,-5.988415636,7.925121596,-29.02267119,-11.15830752,61.10462477,-21.07944073,5.866282511,0.9018014284,-22.14209451,6.179984687,73.13030874,4.988314079,-35.65626446,-8.982142687,-91.9751185,-2.927060296,31.20444797,8.972729922,30.11172769,5.854525818,-16.16470293,1.219907104,2
772,-1.101548389,-13.10259554,-5.929137968,-32.02186567,-1.994147625,-0.9510510164,9.013115172,-22.0595553,0.9659839157,8.041774703,-22.86155057,-17.87501318,-0.1673760015,-6.034788117,35.08738921,8.156521261,0.9235157366,9.013572711,-12.82811057,6.951716746,-2.820711315,5.027726427,1.870009719,6.992586163,-1.927459701,1.136649639,-21.91706279,-12.96690007,0.01249968213,-33.11344482,5.965182286,9.059636161,0
773,-26.00650094,-4.9220053,-3.158254788,3.939693978,11.79034643,3.011852029,7.121149126,-6.048715779,3.955084192,2.028810152,11.87025436,-4.967959467,11.08566032,-5.069512769,-2.969043332,-12.04255207,9.891962082,-0.00580212905,-16.74249977,4.090855291,-5.896331149,-7.045909138,-3.078701928,-7.130274333,-23.97190001,-4.948508648,-8.024978778,0.8178353413,25.86244328,1.886006655,-19.91054381,-5.93140606,2
774,-1.930975674,-1.152055083,1.126750708,-5.961493668,-4.008547208,2.049366885,12.21358537,-2.835472126,2.834669511,6.169504037,-1.121408205,5.965510949,0.1743730344,-2.111583175,-6.036352067,-31.09228435,7.101976552,-11.03839671,6.013970725,36.01756588,-9.146756107,3.916258008,-6.033586406,9.925825913,5.043420435,9.926767751,5.987997233,-17.14072189,-16.92649014,-17.86288324,-1.960065646,20.90002339,0
775,-6.018833634,-1.932075069,-17.71245212,-0.02192841792,8.837103253,-4.814993255,-0.9598596611,-1.867389805,23.79585666,-4.027742632,-0.9715780083,-8.846076435,48.07590206,-4.026050287,4.087899698,-13.96622623,-49.94555975,-0.05308069657,-20.91635142,10.95318824,-14.12942493,2.862697389,-16.07977221,1.205091536,-12.91071125,-5.994171755,4.950367101,-11.96442691,0.01786330253,5.974154452,-6.987747891,8.030569149,2
776,0.04825442426,3.08162954,10.99216211,9.864260711,-0.7825937085,-1.939173677,5.966233626,-17.04713437,-1.023818451,3.010604252,-11.01578639,-4.889052007,-0.01693339928,-5.061696938,2.966777844,-1.123401747,-2.033027991,-6.090378128,1.082026253,3.189671072,-0.1578138758,4.079593848,-0.8133650794,3.950572342,-0.02067919684,1.158233281,-7.965878438,-3.811416294,-2.030261478,-0.9946149569,-2.044970251,5.012810713,1
777,4.022548858,-0.150003684,-21.02910082,7.967766857,-3.099336404,-4.07331011,2.150189371,8.994455063,6.064774919,-5.048451392,33.00076583,-9.07422964,-6.912145586,1.097607289,-14.93225277,1.819839317,0.9473919014,10.01947507,-4.094116961,6.980442766,1.038150731,-1.033172852,-18.98123857,-1.128470751,0.1221110642,2.053611795,6.921202834,-7.092158769,4.039700738,-2.9044799,-2.118807948,-2.028272784,1
778,-0.1385924802,-0.7994604629,74.22835915,3.994553337,-2.043624788,-1.10543366,32.91000855,-0.9633814134,-4.001659609,-3.012465852,-19.04071189,-6.915536686,-0.2438314684,-0.01248147358,-26.9640691,-10.00965149,1.19788869,0.1346685218,-8.025134436,-4.977191765,1.00062414,1.102113332,12.94161815,8.113126528,-1.920522957,-2.084120326,-6.97987612,3.091914861,-2.057652417,-2.047283567,-13.9981179,-6.686577628,3
779,2.184944299,3.966455196,-47.8316284,-1.083573352,-2.959370364,1.068612071,-33.07157826,3.966507817,-2.005454981,-1.216426429,13.00812985,-24.08711605,6.987333843,-4.823873947,12.96355931,16.01928048,-3.047615655,-1.028813975,27.10422459,2.072344935,2.071070456,4.092439454,-27.97388607,14.15632672,-1.925223931,0.9570468763,-14.92930652,-14.90120194,-5.949709218,1.033677764,-15.12457322,0.001981629305,1
780,-1.870616098,2.015192431,3.806719485,-12.05468644,-1.837002243,-2.98988063,16.91746767,18.04311397,0.1000124022,1.113422019,-10.95702043,3.06082892,-0.1423849132,-1.945619253,13.81170989,8.083062872,-2.113476453,3.147653379,7.904088778,-13.98273521,0.8918847764,0.04464314357,-3.787772672,-3.083709795,-5.017331894,-2.062043843,-19.08045784,-1.948487387,-3.947665821,-4.265978026,6.009554685,0.0415417108,1
781,-0.2409340737,-6.042760113,12.13639504,-13.10055697,1.967532576,3.871862918,-24.1494544,-1.001653165,-0.9257377016,-4.862143285,5.958422476,-1.09839085,-1.999816562,0.1009984474,-12.00536665,-0.8856826373,2.059471212,-5.039817412,-0.05054822518,-1.817638679,-3.261372779,-5.993436484,-8.006426732,-3.062591149,-1.900190132,2.881942314,39.89407868,-0.1981766743,-2.083871843,3.970154825,-18.80404129,1.028452302,3
782,-1.080695311,-0.8003067177,2.06868129,10.81844847,0.05724842009,1.996138209,-1.987781139,-2.962873186,-2.978107112,-5.01729249,-8.126517972,-8.929379483,-1.124862492,-9.114920424,24.94236027,-0.9949892511,2.141679379,13.88739247,-17.93112704,1.175634698,-2.944960254,-0.7877771673,-20.92807738,-5.947629071,1.169721369,4.993243947,10.0662701,-1.005537536,2.915103313,-3.015449034,-16.85012063,-0.09120527573,1
783,-2.155642444,-11.13383276,12.00507477,0.929252262,7.143368661,15.84773518,-9.927017882,-3.287609885,-8.951276829,1.90582834,-3.010959755,-29.00661652,-2.100766487,-3.056225011,-14.86725868,37.16502066,2.766549467,6.930297738,9.910922369,-4.136943719,-6.816094614,-5.990009937,15.88200558,-10.10390966,2.034357635,4.779594793,-10.04320074,-0.01305454568,0.9133940824,-5.039392286,15.0442839,-9.099426259,1
784,25.98896169,6.099416719,3.067050571,8.993102709,-17.09880573,-0.9554252451,0.1352783193,-11.02146531,-12.07644933,6.163057397,-7.903657996,-8.962589283,0.05085778664,-3.982639884,7.143234605,25.97295526,10.0292774,1.06316074,6.001546228,6.140186432,9.075198116,-3.078463207,-21.02023387,-14.92208401,-9.984296577,11.04562988,13.83657844,0.07786135269,-2.038786915,-10.04739901,16.98022715,-11.05984821,0
785,-32.03200343,-5.949774317,11.97555881,3.006913709,8.022936355,-1.888026318,1.175538745,-11.90968642,-0.1844896194,-1.135317589,39.06350972,-9.087938284,23.8980678,-3.088112036,-59.82817112,-5.884961248,-7.963901811,1.013188339,56.97937317,-3.053774873,26.03994071,-12.87076452,3.217158051,0.9063814695,-22.01250966,21.98708313,-30.87469196,-3.152721003,16.03693661,0.9879290399,1.955084912,-2.924705351,2
786,4.004406814,0.9874558294,-26.87521796,3.006408895,4.17244583,1.076924468,8.961352062,-7.083881839,-3.942335201,-7.875205111,4.181421876,14.96698909,-1.200890719,-2.968130745,-8.837020613,-8.019197008,-2.838505491,-0.8751900401,-6.097124351,-6.080102885,-4.111554288,-3.135746548,8.949253962,-4.888201876,-0.1719371601,0.9135913389,7.924229995,-9.039489863,-0.03572899747,-2.948388326,13.05202486,0.9469268378,1
787,-8.918399637,3.138163651,28.12927048,-18.09800185,-1.940929101,2.031745938,-55.05573935,14.03168861,4.910389588,6.011506447,54.06728577,2.975537509,-1.877821247,0.9118500375,17.04382163,11.93027995,2.155192563,-2.975400455,-25.01716005,0.8282931478,2.941837127,-1.184442677,-7.823937886,20.91622073,-6.057905313,1.011507943,21.07349135,-9.984264355,-6.959260212,-2.945574783,-10.81727359,1.070605409,3
788,-2.975149665,-4.030242865,-9.904902109,2.96858838,0.8396586696,-1.870221772,-49.01010146,-21.01885996,0.9634648359,5.012331545,54.26244406,16.80152564,-2.996929911,-1.194125295,6.985912671,-5.96525446,0.1796459473,4.091877034,57.03088867,9.021765077,3.064978231,2.023219656,8.036032665,4.993712157,-3.085058185,-5.804151382,-18.02560965,-17.92443627,0.9926320654,-0.04341882859,42.8584297,6.014237618,3
789,3.199536182,-0.964654063,-10.08574628,11.99904047,-2.953590931,-2.926132089,1.00267399,-13.0083391,-0.08250667116,-6.148233836,-25.84425547,-10.01615024,-2.114693233,-0.00754165277,-35.92210598,10.97790875,0.1303155615,-2.073140538,36.0869854,-11.00460583,1.090691114,2.919658113,-14.94420672,39.07203025,-2.013497046,-7.084742786,-8.945204076,-6.934160618,2.033871466,3.857025527,50.06206647,2.927171244,3
790,-2.035353932,-5.027291174,14.06256724,4.979357762,-1.963735418,0.01172331064,-37.91606515,-10.73860319,-4.029096931,-5.021891347,29.87050227,28.9265074,-3.096469903,-0.0828378977,5.023236065,-14.97920383,4.972993072,-1.062744111,-29.0315698,8.911170484,-0.06841697819,-2.944432971,1.14171009,-6.019444869,-2.927290188,-2.863511309,10.95334498,-3.119172278,-2.996589823,2.051844188,8.912055479,-2.067459619,1
791,3.053330373,5.977060055,9.182324859,10.95387128,-1.083896614,7.88905048,8.054722088,28.83454688,0.07108965679,1.926405996,-5.868742396,-20.99646976,-4.255506908,-2.915781496,-15.91010435,-0.9691457915,1.89666833,-5.102827026,22.02585345,8.022316492,11.03884646,3.014375746,-3.943237943,-19.94824159,-2.126015714,3.905847788,4.940276063,4.973585194,-1.053016063,3.937881663,-6.115859874,8.932666635,0
792,-2.026182505,-5.138316655,-49.00884712,-10.96639316,1.967998975,7.754490541,57.06661423,29.81539094,0.04047611091,-0.8620900954,0.1849707591,-6.901671945,-1.051801932,1.036304629,-7.904329552,-1.108900575,-0.9658657677,-1.079526295,-2.9949675,-3.94769618,2.99149089,-0.008975188459,-40.02060284,-6.983991793,-2.903840583,-5.178167333,38.0339287,-3.0839654,-0.9680825783,4.054174637,-31.88219664,3.977704542,3
793,-5.029231738,-11.1384246,1.926679985,1.00742192,-21.21421953,9.742076921,-23.99294734,-14.90979134,-0.06763977423,-6.068871689,-6.16867369,-0.2144896587,6.02668466,-14.89759518,5.975852872,11.08000647,-3.988496026,-1.047689713,14.06267561,6.908993544,13.18793535,5.122347776,21.07447824,-4.955763903,-7.922514884,-3.002623759,3.864647387,5.218796624,5.076072844,9.978348114,-16.04781856,-5.007655351,0
794,11.13844703,0.04348463561,33.01032472,15.08202271,-42.84860822,-9.026524326,-10.00987189,-27.02731788,34.04528406,-1.056623085,18.1011453,32.90476134,-115.0533728,-3.094169336,-12.86872183,-18.11104924,-83.0241831,-6.096460381,51.11857806,-21.86858221,-103.8769363,6.880003785,2.007443644,13.74665184,-48.96543702,2.938812269,-11.91786768,23.13717808,-0.06701734588,-3.801147188,-19.90421451,-13.93226996,2
795,-2.01531045,-3.12123694,-3.894154599,-3.914430572,2.189121134,-3.975149041,1.047032587,-0.9560635956,-1.971254962,0.07372505164,7.136046357,4.931825686,-2.064457745,-1.046802388,-13.003314,4.045188577,-2.012419999,-2.030577767,22.89427678,-7.057775867,-1.081249596,1.899319544,-37.88974003,2.780345529,1.86670447,-2.024402458,6.048976088,0.99758786,-0.888113209,-1.030831235,-8.977939856,8.012674741,1
796,-5.056681232,-1.029424104,-8.016707946,3.061420185,8.135029187,-2.204751914,-13.93552267,1.087788247,29.04627268,-0.9129148784,4.928151715,-1.920391133,-16.00602817,-1.830034775,11.97040751,6.947402318,-23.00749496,-7.925018557,-28.07807107,-1.119742203,-6.969742987,-1.999081102,-25.14359223,2.109464742,-14.95043241,4.830606621,57.02681903,-7.989484147,3.173892798,-3.771186539,-58.97453311,-4.914553035,2
797,-6.890355811,-2.966840652,2.058122445,-0.04042691362,-2.057835135,-3.118041788,13.04404196,-1.000843194,-2.95730783,-3.981320442,11.02171412,-3.731993797,-3.995298148,-4.994713196,19.00930541,-5.037514538,-2.816777117,-7.074020779,1.041865879,-0.9047481699,7.982809245,18.9818462,-64.13213185,-1.944501728,-4.019888653,-8.00080677,4.984425429,-0.7646362338,-1.988288444,-3.993289321,11.79343071,-4.11088396,1
798,-1.079135306,-3.054668508,5.102866197,-9.04787933,4.894004074,5.031793999,-12.09335497,2.893891349,1.959433524,-5.835347267,-12.8865255,30.08904514,-5.12262656,-7.109689636,10.04789814,-22.08568211,0.8972810325,11.9130016,4.062415034,6.156827024,-0.9432973971,-2.989732964,1.914518164,-14.09095259,2.054138976,-1.063570887,-16.21776138,-0.934524082,-2.019916878,-11.00611051,12.17094812,19.98369681,0
799,2.874199878,1.933717891,7.06387983,-31.09002734,1.900562496,6.956419299,15.99214753,12.84165301,-2.108042843,4.077502739,-4.046273606,-2.992239241,-0.9993182412,1.02572371,4.133674602,-1.011778244,0.1771442625,4.05108681,-11.8290637,10.04087929,-3.133705304,-11.94101298,-14.11618347,-17.94111095,-1.979459176,2.990661574,6.042351239,9.943313761,0.9481841646,-0.8720414966,-13.15416311,-16.96722675,0
800,1.992670443,-6.322441132,21.87549572,-3.100915294,10.83358215,-1.139644672,-24.89107676,36.73622461,2.104613573,3.910377112,13.03152445,-7.926211252,3.08501813,-5.164938097,-9.980042006,-0.866002613,-0.9695080487,-7.05557059,23.14177604,-8.983908358,-4.900014425,-1.107429252,5.932846864,-10.98200889,-6.987987086,-1.048768726,-27.05735491,-4.95344503,13.99234136,-2.070427448,78.91628286,11.80119295,2
801,-2.05010307,4.222667369,10.94609405,-21.05448774,4.029954641,2.984082261,-45.91494807,3.086326002,-4.978227743,1.109690258,-8.106639394,6.822051186,0.1094927163,-2.063056155,8.946288347,-8.954741077,-2.070189994,-4.00643616,27.1406632,15.22458216,-6.837850149,-3.178586178,15.94128796,-7.978539266,1.045011459,2.035625597,-7.947819073,-1.935518431,-0.9589206181,-0.0651402637,14.05340205,-12.12135468,1
802,20.969325,-7.0006913,21.02707863,-1.180469127,-3.885683192,1.832264253,-0.01910807426,-10.15170781,-5.830668339,3.849623691,-48.81323212,-12.03290564,5.003109295,-1.117227482,30.94574921,28.0073218,8.937055379,-0.003452234624,18.00692113,0.02861545137,9.070653089,-6.232851644,-12.0357956,-15.03310971,-7.002046897,-4.98359698,-2.923346318,15.98291968,17.02023169,-4.94335034,13.88501923,5.052013744,2
803,-1.040585925,12.83416158,2.130622925,6.010369628,-5.026665996,-23.1755559,-16.91440224,-0.8546698595,0.932291341,-4.020803642,23.04646255,8.988719757,-0.9647296958,-5.03283982,1.810202478,-33.97223249,-0.04742145671,5.062982704,1.965137653,-1.036623225,-2.319246056,10.07036014,-15.00921655,4.060584622,-5.149908811,-5.992569463,0.969186376,7.014221322,3.080697857,-1.076626941,1.999655187,-8.955209969,0
804,-1.96922641,-2.187879182,33.13789003,16.99019193,-4.095029677,0.9183355343,-1.96017774,-10.96578411,1.971186171,0.1270369892,-10.99639741,-2.815101186,-4.148089623,-9.816499242,-56.94490193,-7.973060646,1.147248611,2.0195714,46.01246195,-9.971459396,2.927992078,2.12997184,8.962411641,9.227632089,0.8893105213,-1.05515889,21.99271234,-14.04465657,-2.873637875,-5.137584417,-57.01240939,1.002458719,3
